Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5,MALAYSIA,20,0,,56
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,114,CHINA,44,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,2,MALAYSIA,21,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,4,PHILIPPINES,27,0,,42
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,34,SINGAPORE,41,0,,26
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,34,SINGAPORE,33,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,140,MALAYSIA,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,INDONESIA,84,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,36,HONG KONG,23,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,54,JAPAN,58,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,84,JAPAN,67,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,SINGAPORE,82,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11,INDIA,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,CHINA,41,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,189,CANADA,94,0,,63
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,76,"KOREA, REPUBLIC OF",54,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,189,CANADA,94,0,,52
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,33,SINGAPORE,59,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,33,CHINA,45,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,23,THAILAND,62,0,,50
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,46,THAILAND,20,0,,41
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,99,THAILAND,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,202,JAPAN,38,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,327,JAPAN,45,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6,MALAYSIA,20,0,,51
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,26,VIET NAM,34,0,,27
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6,INDONESIA,20,0,,65
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,22,ITALY,87,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,24,PHILIPPINES,39,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,"TAIWAN, PROVINCE OF CHINA",56,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,45,JAPAN,49,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,"TAIWAN, PROVINCE OF CHINA",70,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,84,THAILAND,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,49,"KOREA, REPUBLIC OF",42,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,244,AUSTRALIA,29,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,30,SINGAPORE,101,0,,55
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,INDONESIA,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11,SRI LANKA,35,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,MALAYSIA,23,0,,29
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,41,JAPAN,65,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,36,MALAYSIA,20,0,,34
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,18,AUSTRALIA,91,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,13,MYANMAR,45,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,3,MALAYSIA,20,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,31,INDIA,10,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,274,CANADA,74,0,,30
EPX,Travel Agency,Online,Cancellation Plan,No,274,CANADA,74,0,,28
EPX,Travel Agency,Online,Cancellation Plan,No,28,CHINA,44,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,82,SWITZERLAND,69,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,51,JAPAN,28,0,,33
EPX,Travel Agency,Online,Cancellation Plan,No,42,"TAIWAN, PROVINCE OF CHINA",18,0,,29
EPX,Travel Agency,Online,Cancellation Plan,No,49,CHINA,24,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,1,MALAYSIA,10,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,28,UNITED STATES,15,0,,23
EPX,Travel Agency,Online,Cancellation Plan,No,22,JAPAN,42,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,5,INDONESIA,15,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,41,VIET NAM,12,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,28,THAILAND,11,0,,31
EPX,Travel Agency,Online,Cancellation Plan,No,99,UNITED STATES,48,0,,29
EPX,Travel Agency,Online,Cancellation Plan,No,20,THAILAND,16,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,62,AUSTRALIA,80,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,273,CANADA,72,0,,30
EPX,Travel Agency,Online,Cancellation Plan,No,273,CANADA,72,0,,31
EPX,Travel Agency,Online,Cancellation Plan,No,28,SINGAPORE,24,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,115,UNITED STATES,80,0,,56
EPX,Travel Agency,Online,Cancellation Plan,No,118,GERMANY,74,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,3,UNITED KINGDOM,51,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,11,MALAYSIA,12,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,10,MALAYSIA,10,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,48,NEW ZEALAND,42,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,1,INDIA,11,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,12,CHINA,44,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,13,MALAYSIA,10,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,7,PHILIPPINES,13,0,,58
EPX,Travel Agency,Online,Cancellation Plan,No,43,NEPAL,24,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,13,SPAIN,10,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,117,CZECH REPUBLIC,72,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,13,MALAYSIA,10,0,,29
EPX,Travel Agency,Online,Cancellation Plan,No,19,SRI LANKA,21,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,79,SINGAPORE,13,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,31,JAPAN,64,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,35,THAILAND,10,0,,21
EPX,Travel Agency,Online,Cancellation Plan,No,112,CHINA,16,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,274,RUSSIAN FEDERATION,0,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,4,SINGAPORE,12,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,56,MALAYSIA,10,0,,27
EPX,Travel Agency,Online,Cancellation Plan,No,23,HONG KONG,74,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,273,CANADA,71,0,,31
EPX,Travel Agency,Online,Cancellation Plan,No,11,JAPAN,39,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,17,THAILAND,10,0,,26
EPX,Travel Agency,Online,Cancellation Plan,No,39,CHINA,39,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,69,FRANCE,57,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,4,VIET NAM,16,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,15,SINGAPORE,39,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,118,CANADA,80,0,,43
EPX,Travel Agency,Online,Cancellation Plan,No,11,INDONESIA,10,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,71,"TAIWAN, PROVINCE OF CHINA",17,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,22,MALAYSIA,16,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,66,SINGAPORE,57,0,,48
EPX,Travel Agency,Online,Cancellation Plan,No,4,CHINA,20,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,13,VIET NAM,16,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,34,INDIA,24,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,36,VIET NAM,0,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,23,SINGAPORE,16,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,6,VIET NAM,18,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,45,AUSTRALIA,36,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,165,FRANCE,14,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,2,SINGAPORE,10,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,24,SINGAPORE,112,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,16,INDIA,28,0,,28
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,50,UNITED KINGDOM,37,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,42,UNITED STATES,20,0,,21
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,13,CHINA,48,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,70,SINGAPORE,29,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,28,SINGAPORE,37,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,12,"KOREA, REPUBLIC OF",22,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,50,CANADA,20,0,,22
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,11,SINGAPORE,20,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,34,PHILIPPINES,20,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,18,MALAYSIA,20,0,,45
JWT,Airlines,Online,Value Plan,No,17,INDIA,39,15.6,M,118
JWT,Airlines,Online,Value Plan,No,21,INDIA,117,46.8,M,118
JWT,Airlines,Online,Value Plan,No,23,INDIA,100,40,F,118
JWT,Airlines,Online,Value Plan,No,14,INDIA,39,15.6,F,118
JWT,Airlines,Online,Value Plan,No,24,INDIA,50,20,F,118
KML,Travel Agency,Online,Premier Plan,No,104,INDONESIA,38,14.44,F,48
KML,Travel Agency,Online,Premier Plan,No,5,INDONESIA,38,14.44,M,48
RAB,Airlines,Online,Value Plan,No,27,BRUNEI DARUSSALAM,15,6,,28
RAB,Airlines,Online,Value Plan,No,12,BRUNEI DARUSSALAM,15,6,M,56
SSI,Airlines,Online,Ticket Protector,No,61,SINGAPORE,9.12,2.56,,48
SSI,Airlines,Online,Ticket Protector,No,118,SINGAPORE,7.71,2.16,,48
JZI,Airlines,Online,Basic Plan,No,3,INDONESIA,18,6.3,M,42
JZI,Airlines,Online,Basic Plan,No,8,MYANMAR,30,10.5,M,36
JZI,Airlines,Online,Basic Plan,No,85,THAILAND,22,7.7,M,58
JZI,Airlines,Online,Basic Plan,No,31,VIET NAM,22,7.7,M,53
JZI,Airlines,Online,Basic Plan,No,103,"KOREA, REPUBLIC OF",35,12.25,F,39
JZI,Airlines,Online,Basic Plan,No,51,THAILAND,30,10.5,M,59
JZI,Airlines,Online,Basic Plan,No,2,MALAYSIA,18,6.3,M,44
JZI,Airlines,Online,Basic Plan,No,2,INDONESIA,18,6.3,M,56
JZI,Airlines,Online,Basic Plan,No,103,"KOREA, REPUBLIC OF",35,12.25,F,26
JZI,Airlines,Online,Basic Plan,No,27,MALAYSIA,18,6.3,F,40
JZI,Airlines,Online,Basic Plan,No,5,CHINA,26,9.1,M,47
JZI,Airlines,Online,Value Plan,No,36,NETHERLANDS,109,38.15,M,32
JZI,Airlines,Online,Value Plan,No,4,INDONESIA,33,11.55,M,51
JZI,Airlines,Online,Value Plan,No,28,CHINA,69,24.15,M,32
CSR,Travel Agency,Offline,Comprehensive Plan,No,151,THAILAND,29,9.57,F,35
CCR,Travel Agency,Offline,Comprehensive Plan,No,122,THAILAND,29,9.57,F,24
CBH,Travel Agency,Offline,Comprehensive Plan,No,122,THAILAND,29,9.57,F,56
CBH,Travel Agency,Offline,Comprehensive Plan,No,122,THAILAND,29,9.57,F,60
CCR,Travel Agency,Offline,Comprehensive Plan,No,143,THAILAND,29,9.57,F,26
C2B,Airlines,Online,Bronze Plan,No,24,SINGAPORE,20.25,5.06,F,38
C2B,Airlines,Online,Bronze Plan,No,31,SINGAPORE,27,6.75,M,14
C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,27.75,6.94,M,46
C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,37,9.25,F,50
C2B,Airlines,Online,Annual Silver Plan,No,367,SINGAPORE,291.75,72.94,M,29
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,9,SOUTH AFRICA,59.4,35.64,,59
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,12,SWEDEN,69.3,41.58,,43
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,118,MALAYSIA,29.7,17.82,,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,20,MALAYSIA,39.6,23.76,,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,5,MALAYSIA,29.7,17.82,,39
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,24,THAILAND,29.7,17.82,,58
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,104,DENMARK,118.8,71.28,,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,41,THAILAND,49.5,29.7,,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,52,AUSTRALIA,59.4,35.64,,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,159,UNITED KINGDOM,148.5,89.1,,26
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,34,MALAYSIA,19.8,11.88,,37
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,22,AUSTRALIA,59.4,35.64,,37
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,96,SWITZERLAND,0,5.94,,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,159,AUSTRALIA,108.9,65.34,,43
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,17,GREECE,59.4,35.64,,57
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,13,MALAYSIA,29.7,17.82,,32
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,16,THAILAND,39.6,23.76,,26
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,19,THAILAND,39.6,23.76,,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,11,NORWAY,19.8,11.88,,28
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,23,THAILAND,39.6,23.76,,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,43,AUSTRALIA,79.2,47.52,,52
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,7,THAILAND,19.8,11.88,,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,6,UNITED STATES,0,35.64,,34
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,148,MALAYSIA,21,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,4,MALAYSIA,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,14,ITALY,67,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,22,INDONESIA,28,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,26,SINGAPORE,65,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,38,SINGAPORE,64,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11,PHILIPPINES,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,33,HONG KONG,29,0,,54
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,96,THAILAND,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,328,THAILAND,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,SINGAPORE,38,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5,THAILAND,22,0,,37
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,61,AUSTRALIA,42,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,12,"TAIWAN, PROVINCE OF CHINA",28,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,98,THAILAND,21,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,27,THAILAND,20,0,,62
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,89,PHILIPPINES,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,THAILAND,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,26,PHILIPPINES,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,97,THAILAND,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,24,INDIA,40,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,22,VIET NAM,27,0,,51
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,4,"TAIWAN, PROVINCE OF CHINA",26,0,,32
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,173,INDONESIA,27,0,,38
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,158,MALAYSIA,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,26,"KOREA, REPUBLIC OF",63,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,57,UNITED STATES,36,0,,27
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,35,HONG KONG,28,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6,VIET NAM,0,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,89,AUSTRALIA,30,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,4,INDONESIA,21,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11,VIET NAM,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,VIET NAM,28,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,13,CHINA,40,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6,SINGAPORE,38,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5,THAILAND,29,0,,37
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11,JAPAN,60,0,,56
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5,INDONESIA,20,0,,40
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,22,PHILIPPINES,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,37,UNITED STATES,0,0,,44
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,57,NEW ZEALAND,85,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,61,PHILIPPINES,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,57,NEW ZEALAND,85,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,87,BELGIUM,95,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,29,INDONESIA,25,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,3,MALAYSIA,10,0,,37
EPX,Travel Agency,Online,Cancellation Plan,No,2,UNITED STATES,38,0,,55
EPX,Travel Agency,Online,Cancellation Plan,No,22,INDONESIA,15,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,20,UNITED STATES,80,0,,39
EPX,Travel Agency,Online,Cancellation Plan,No,1,CANADA,80,0,,20
EPX,Travel Agency,Online,Cancellation Plan,No,14,MALAYSIA,22,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,24,INDONESIA,10,0,,42
EPX,Travel Agency,Online,Cancellation Plan,No,20,JAPAN,32,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,16,INDONESIA,12,0,,30
EPX,Travel Agency,Online,Cancellation Plan,No,1,ITALY,11,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,96,AUSTRALIA,24,0,,22
EPX,Travel Agency,Online,Cancellation Plan,No,43,THAILAND,10,0,,52
EPX,Travel Agency,Online,Cancellation Plan,No,29,THAILAND,12,0,,30
EPX,Travel Agency,Online,Cancellation Plan,No,51,"TAIWAN, PROVINCE OF CHINA",13,0,,23
EPX,Travel Agency,Online,Cancellation Plan,No,3,VIET NAM,41,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,94,PHILIPPINES,14,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,24,MALAYSIA,14,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,1,UNITED STATES,20,0,,21
EPX,Travel Agency,Online,Cancellation Plan,No,96,THAILAND,0,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,14,CHINA,11,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,12,MALAYSIA,14,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,42,SINGAPORE,10,0,,30
EPX,Travel Agency,Online,Cancellation Plan,No,20,INDONESIA,10,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,36,VIET NAM,10,0,,33
EPX,Travel Agency,Online,Cancellation Plan,No,33,MALAYSIA,10,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,22,HONG KONG,30,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,3,PHILIPPINES,27,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,5,MALAYSIA,10,0,,23
EPX,Travel Agency,Online,Cancellation Plan,No,17,"TAIWAN, PROVINCE OF CHINA",16,0,,28
EPX,Travel Agency,Online,Cancellation Plan,No,107,UNITED STATES,80,0,,73
EPX,Travel Agency,Online,Cancellation Plan,No,273,UNITED KINGDOM,76,0,,36
